,Medium,Classification,Culture,Object Begin Date,Historical Period,height,diam,width,depth
7147,wood,Woodwork,Japan,1800,Modern Times,-1.0,38.7,-1.0,-1.0
11280,"porcelain,ware",Ceramics,China,1800,Modern Times,109.2,48.3,-1.0,-1.0
7896,"alloy,copper,gold",Sword,Japanese,1590,Modern Times,3.8,-1.0,-1.0,-1.0
11098,bronze,Sculpture,German,1500,Modern Times,-1.0,22.9,-1.0,-1.0
12330,glass,Glass,British,1700,Modern Times,-1.0,10.5,-1.0,-1.0
8985,silk,Textiles,Spanish,1500,Modern Times,47.6,-1.0,26.0,-1.0
10055,porcelain,Ceramics,China,1662,Modern Times,40.6,21.6,-1.0,-1.0
7995,"metal,silk,thread",Textiles,Greek,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
366,"bronze,wood",Sculpture,Italian,1600,Modern Times,-1.0,25.1,-1.0,-1.0
10799,silk,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
6652,"glass,silk",Ojime,Japan,1800,Modern Times,-1.0,1.6,-1.0,1.8
878,"metal,silk,thread",Textiles,Polish,1782,Modern Times,-1.0,-1.0,-1.0,-1.0
7426,silk,Textiles,Portuguese,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
406,"iron,steel,wood",Shafted,Italian,1515,Modern Times,-1.0,-1.0,22.2,267.1
8076,"color,ink,paper,print,woodblock",Prints,Japan,1780,Modern Times,21.0,-1.0,18.4,-1.0
13272,silk,Textiles,China,1600,Modern Times,14.9,-1.0,8.9,-1.0
12311,silver,Coins,British,1544,Modern Times,-1.0,-1.0,-1.0,-1.0
10305,"porcelain,ware",Ceramics,China,1668,Modern Times,14.3,13.3,-1.0,-1.0
6402,wood,Wood,Wogumas,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
13198,ware,Ceramics,Japan,1790,Modern Times,7.9,14.3,-1.0,-1.0
7298,"paste,porcelain",Ceramics,French,1745,Modern Times,-1.0,20.3,-1.0,-1.0
2449,"paste,porcelain",Ceramics,French,1772,Modern Times,11.7,-1.0,14.0,30.8
2130,iron,Equestrian,Japanese,1590,Modern Times,20.6,-1.0,10.8,21.9
3543,"color,ink,paper,print,woodblock",Prints,Japan,1782,Modern Times,38.1,-1.0,25.1,-1.0
309,silk,Textiles,British,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
4061,silk,Woodwork,French,1685,Modern Times,108.6,-1.0,81.9,-1.0
10900,"paste,porcelain",Ceramics,French,1750,Modern Times,-1.0,25.9,-1.0,-1.0
2023,bronze,Metalwork,British,1797,Modern Times,-1.0,-1.0,-1.0,-1.0
4992,"paste,porcelain",Ceramics,Chinese,1695,Modern Times,-1.0,-1.0,-1.0,-1.0
1843,"cotton,wood",Wood,Baule,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
11031,"gold,wood",Inrō,Japan,1700,Modern Times,7.5,-1.0,4.5,2.3
4974,"metal,silk,thread",Textiles,European,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
1208,lace,Textiles,Flemish,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
8606,"bronze,gilt",Metalwork,French,1700,Modern Times,-1.0,11.4,-1.0,-1.0
8088,cotton,Textiles,India,1700,Modern Times,-1.0,113.2,-1.0,-1.0
2411,"copper,gold,silver,steel,wood",Archery,Turkish,1601,Modern Times,-1.0,-1.0,-1.0,76.2
394,silk,Textiles,Japan,1700,Modern Times,7.6,-1.0,17.8,-1.0
1788,"steel,wood",Shafted,German,1570,Modern Times,-1.0,-1.0,26.0,262.9
1165,silk,Textiles,Japan,1700,Modern Times,10.16,-1.0,3.81,-1.0
12163,"color,ink,paper",Paintings,China,1522,Modern Times,31.6,-1.0,56.2,-1.0
11934,"copper,iron",Sword,Japanese,1701,Modern Times,7.9,-1.0,7.6,-1.0
10244,"gold,steel,wood",Swords,Indian,1701,Modern Times,92.7,-1.0,12.1,-1.0
8363,"paste,porcelain",Ceramics,Spanish,1759,Modern Times,-1.0,25.4,-1.0,-1.0
2456,gold,Metalwork,Italian,1500,Modern Times,2.3,-1.0,1.7,-1.0
4000,"paste,porcelain",Ceramics,German,1740,Modern Times,6.0,-1.0,34.6,34.3
12918,"paste,porcelain",Ceramics,Italian,1750,Modern Times,-1.0,15.9,-1.0,-1.0
264,silk,Textiles,China,1500,Modern Times,33.8,-1.0,12.1,0.6
3806,glass,Snuff,China,1736,Modern Times,7.0,-1.0,-1.0,-1.0
5293,"gold,steel,wood",Firearms,German,1585,Modern Times,-1.0,-1.0,-1.0,110.8
12242,lace,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
2334,"porcelain,ware",Ceramics,China,1634,Modern Times,36.2,8.3,10.8,-1.0
3649,"copper,silver",Sword,Japanese,1590,Modern Times,7.5,-1.0,6.8,-1.0
9620,silk,Woodwork,French,1770,Modern Times,86.4,-1.0,228.6,62.2
5441,glass,Glass,Dutch or Flemish,1725,Modern Times,-1.0,20.6,-1.0,-1.0
13162,"porcelain,ware",Ceramics,China,1736,Modern Times,-1.0,11.7,-1.0,-1.0
1447,"lace,silk",Textiles,Greek,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
5109,wood,Wood,Lega,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
898,paper,Stencils,Japan,1615,Modern Times,53.98,-1.0,39.37,-1.0
9739,"metal,silk,thread",Textiles,Italian,1500,Modern Times,12.1,-1.0,27.9,-1.0
10254,wood,Wood,Babanki,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
4869,"paste,porcelain",Ceramics,Chinese,1744,Modern Times,13.3,-1.0,28.6,-1.0
10630,silk,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
3297,"bronze,gilt",Metalwork,French,1700,Modern Times,17.1,-1.0,18.4,-1.0
6933,gold,Sword,Japanese,1701,Modern Times,-1.0,-1.0,-1.0,3.5
9472,silver,Metalwork,British,1772,Modern Times,-1.0,35.2,-1.0,-1.0
6757,silver,Metalwork,European,1800,Modern Times,-1.0,9.5,-1.0,-1.0
11120,silver,Ceramics,German,1675,Modern Times,22.5,-1.0,15.2,12.5
4087,"paste,porcelain",Ceramics,British,1770,Modern Times,-1.0,27.0,-1.0,-1.0
7188,"paste,porcelain",Ceramics,French,1770,Modern Times,6.4,-1.0,-1.0,7.3
5770,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,-1.0,-1.0,1.4,9.7
5742,lace,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
9594,"porcelain,ware",Ceramics,Japan,1760,Modern Times,7.9,20.0,-1.0,-1.0
5729,"alloy,copper,gold,steel",Armor,British,1587,Modern Times,13.0,-1.0,13.5,37.0
10992,"glass,gold,wood",Sculpture,British,1700,Modern Times,15.9,-1.0,13.3,-1.0
9637,"copper,gilt",Ojime,Japan,1700,Modern Times,1.6,-1.0,1.0,-1.0
8124,gold,Inrō,Japan,1800,Modern Times,7.0,5.7,6.6,-1.0
9417,"paste,porcelain",Ceramics,French,1780,Modern Times,-1.0,24.4,-1.0,-1.0
7543,"gold,paste,silk,thread",Costumes,Japan,1800,Modern Times,178.1,-1.0,120.7,-1.0
9579,lace,Textiles,British,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
8136,silk,Textiles,China,1800,Modern Times,95.25,-1.0,38.1,-1.0
4430,"paper,silk",Stencils,Japan,1800,Modern Times,28.9,-1.0,42.5,-1.0
9316,wood,Wood,Yoruba,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
12319,silk,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
5638,lace,Textiles,Italian,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
8175,"gold,silk,thread",Textiles,China,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
6905,steel,Archery,Japanese,1701,Modern Times,-1.0,-1.0,5.4,27.9
2161,silk,Textiles,Italian,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
1594,steel,Swords,Spainish,1601,Modern Times,-1.0,-1.0,19.1,130.2
11230,"iron,wood",Wood,Dan,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
6020,"silver,steel,wood",Swords,Sri,1601,Modern Times,64.1,-1.0,10.2,-1.0
8278,silk,Textiles,Japan,1700,Modern Times,18.41,-1.0,11.43,-1.0
9563,silver,Metalwork,German,1730,Modern Times,17.1,-1.0,4.8,-1.0
10524,copper,Snuff,China,1736,Modern Times,6.7,-1.0,-1.0,-1.0
2569,"gold,silver,wood",Inrō,Japan,1800,Modern Times,7.1,-1.0,5.5,-1.0
9590,silver,Metalwork,French,1710,Modern Times,4.4,-1.0,25.6,-1.0
1650,glass,Glass,French,1600,Modern Times,8.9,-1.0,11.1,-1.0
6137,"paste,porcelain",Ceramics,German,1720,Modern Times,-1.0,10.6,-1.0,-1.0
9904,paper,Stencils,Japan,1800,Modern Times,28.6,-1.0,40.3,-1.0
1345,"alloy,copper,steel",Helmets,South,1500,Modern Times,30.5,-1.0,21.4,-1.0
5967,"color,ink,paper,print,woodblock",Prints,Japan,1615,Modern Times,19.5,-1.0,13.3,-1.0
3047,"gold,lace",Fans,French,1730,Modern Times,29.2,-1.0,53.3,-1.0
10224,"gold,silver,steel,wood",Swords,Italian,1600,Modern Times,-1.0,-1.0,-1.0,121.0
9087,bronze,Medals,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
2481,lace,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
9013,"lace,silk",Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
10230,silk,Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
8944,iron,Metal,Bamana,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
6631,cotton,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
2758,silk,Textiles,Japan,1800,Modern Times,10.5,-1.0,9.2,-1.0
9837,silver,Metalwork,German,1595,Modern Times,-1.0,29.5,-1.0,-1.0
5812,"metal,silk,thread",Textiles,Spanish,1600,Modern Times,58.7,-1.0,26.0,-1.0
11658,silver,Miscellaneous,German,1625,Modern Times,-1.0,4.4,-1.0,-1.0
6062,"alloy,copper,gold",Sword,Japanese,1590,Modern Times,-1.0,-1.0,1.4,9.7
2651,"color,ink,paper",Paintings,China,1711,Modern Times,35.6,-1.0,545.5,-1.0
2837,wood,Archery,Chinese,1701,Modern Times,-1.0,-1.0,-1.0,116.8
68,iron,Metalwork,German or Swiss,1660,Modern Times,19.1,-1.0,3.8,-1.0
10717,silver,Metalwork,Italian,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
7261,silk,Textiles,Japan,1700,Modern Times,15.6,-1.0,8.6,-1.0
12161,"paste,porcelain",Ceramics,British,1750,Modern Times,5.2,-1.0,11.4,-1.0
8709,"metal,silk,thread",Textiles,Chinese,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
1444,"color,ink,paper,woodblock",Prints,Japan,1800,Modern Times,13.3,-1.0,18.1,-1.0
9540,bronze,Medals,French or German,1605,Modern Times,-1.0,6.7,-1.0,-1.0
8111,"porcelain,ware",Ceramics,China,1768,Modern Times,11.4,-1.0,-1.0,-1.0
8131,lace,Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
10390,wood,Wood,New South Wales or Central Queensland,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
13118,"color,ink,paper,print,woodblock",Prints,Japan,1780,Modern Times,33.0,-1.0,15.1,-1.0
9545,silk,Textiles,British,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
11141,silk,Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
12151,silk,Textiles,Japan,1700,Modern Times,2.5,-1.0,15.9,-1.0
8322,copper,Metalwork,Dutch,1729,Modern Times,3.2,-1.0,13.2,5.7
5112,steel,Archery,Japanese,1701,Modern Times,-1.0,-1.0,3.5,21.6
5472,silk,Textiles,French,1785,Modern Times,-1.0,-1.0,-1.0,-1.0
507,lace,Textiles,Swedish,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
3615,"metal,silk,thread",Textiles,Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
10624,silk,Textiles,French,1754,Modern Times,-1.0,-1.0,-1.0,-1.0
12917,ware,Ceramics,Japan,1800,Modern Times,11.4,-1.0,8.3,-1.0
4265,silk,Textiles,China,1736,Modern Times,87.9,-1.0,103.2,-1.0
11893,iron,Metalwork,German,1660,Modern Times,-1.0,12.1,-1.0,-1.0
12574,wood,Woodblocks,Korea,1800,Modern Times,-1.0,-1.0,23.2,48.9
10690,terracotta,Sculpture,Italian,1500,Modern Times,-1.0,58.4,-1.0,-1.0
8031,"bronze,gilt",Metalwork,French,1700,Modern Times,-1.0,10.2,-1.0,-1.0
8452,ware,Ceramics,Japan,1780,Modern Times,17.1,-1.0,18.7,-1.0
11732,cotton,Textiles,Iban,1800,Modern Times,95.3,-1.0,214.6,-1.0
12402,"ink,paper",Paintings,India,1767,Modern Times,-1.0,-1.0,-1.0,-1.0
11420,silver,Metalwork,British,1562,Modern Times,-1.0,-1.0,-1.0,-1.0
10950,"copper,iron",Sword,Japanese,1590,Modern Times,7.6,-1.0,7.3,-1.0
8701,"gilt,metal,silver",Metalwork,British,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
1232,"paste,porcelain",Ceramics,German,1800,Modern Times,-1.0,6.8,-1.0,-1.0
5817,"alloy,copper",Metal,Senufo,1800,Modern Times,28.2,-1.0,52.1,-1.0
12604,"porcelain,ware",Ceramics,China,1768,Modern Times,20.3,-1.0,9.5,-1.0
4882,ware,Ceramics,Japan,1740,Modern Times,-1.0,-1.0,-1.0,-1.0
825,cotton,Textiles,European,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
12308,"metal,silk,thread",Textiles,French,1750,Modern Times,22.5,-1.0,35.9,-1.0
13145,"silver,steel,wood",Krisses,Balinese,1501,Modern Times,-1.0,-1.0,7.0,40.0
2785,"metal,silk,thread",Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
1808,gold,Metalwork,French,1800,Modern Times,-1.0,11.1,-1.0,-1.0
268,steel,Knives,Spanish,1701,Modern Times,-1.0,-1.0,5.1,38.1
3966,"gilt,silver",Metalwork,British,1575,Modern Times,-1.0,25.4,-1.0,-1.0
12734,"color,ink,paper,print,woodblock",Prints,Japan,1800,Modern Times,20.6,-1.0,18.6,-1.0
6438,cotton,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
11395,gold,Lapidary,Northern,1595,Modern Times,5.3,-1.0,3.6,-1.0
12947,"paste,porcelain",Ceramics,Chinese,1775,Modern Times,3.2,-1.0,12.7,-1.0
8138,gold,Metalwork,French,1780,Modern Times,2.9,-1.0,7.9,5.7
1385,wood,Crèche,Italian,1750,Modern Times,-1.0,-1.0,-1.0,-1.0
11233,silk,Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
2404,"paste,porcelain",Ceramics,Chinese,1760,Modern Times,-1.0,6.7,-1.0,-1.0
2824,"bronze,gilt",Metalwork,French,1725,Modern Times,8.3,-1.0,16.5,11.4
12255,lace,Textiles,Greek,1500,Modern Times,85.7,-1.0,7.6,-1.0
6607,"metal,silk,thread",Textiles,French or Spanish,1750,Modern Times,43.2,-1.0,20.3,-1.0
159,lace,Textiles,Flemish,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
4387,silk,Textiles,French,1785,Modern Times,-1.0,-1.0,-1.0,-1.0
2663,wood,Wood,Yoruba,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
9641,"metal,silk,thread",Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
745,wood,Jade,China,1700,Modern Times,-1.0,-1.0,3.8,9.2
7739,wood,Aerophone,American,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
1258,"metal,silk,thread",Textiles,Flemish,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
6791,"color,ink,paper,print,woodblock",Prints,Japan,1761,Modern Times,26.4,-1.0,22.2,-1.0
10463,silk,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
1756,steel,Swords,Spanish,1601,Modern Times,-1.0,-1.0,31.8,113.7
13074,silk,Textiles,Portuguese,1775,Modern Times,-1.0,-1.0,-1.0,-1.0
1867,cotton,Textiles,French,1785,Modern Times,-1.0,-1.0,-1.0,-1.0
5455,silk,Textiles,French,1800,Modern Times,-1.0,21.6,-1.0,-1.0
1250,"glass,metal,silver",Glass,German,1497,Modern Times,-1.0,22.3,-1.0,-1.0
12696,terracotta,Crèche,Italian,1750,Modern Times,14.6,-1.0,-1.0,-1.0
9355,silver,Metalwork,French,1757,Modern Times,3.2,-1.0,29.8,-1.0
11376,gold,Horology,German,1745,Modern Times,18.6,-1.0,-1.0,-1.0
6844,lace,Textiles,French,1785,Modern Times,-1.0,-1.0,-1.0,-1.0
13143,"ink,paper",Paintings,China,1500,Modern Times,72.2,-1.0,37.0,-1.0
10828,silk,Textiles,South,1515,Modern Times,276.9,-1.0,500.4,-1.0
8526,"paste,porcelain",Ceramics,Chinese,1770,Modern Times,-1.0,22.5,-1.0,-1.0
5534,"metal,silk,thread",Textiles,French,1700,Modern Times,-1.0,-1.0,-1.0,8.9
3175,"alloy,copper,gold",Sword,Japanese,1601,Modern Times,-1.0,-1.0,-1.0,3.8
8832,"porcelain,ware",Ceramics,China,1668,Modern Times,14.3,-1.0,-1.0,-1.0
12141,wood,Netsuke,Japan,1700,Modern Times,3.5,-1.0,2.5,-1.0
10734,"alloy,copper",Swords,Tibetan,1501,Modern Times,-1.0,-1.0,-1.0,10.5
11257,"alloy,copper,gold",Sword,Japanese,1701,Modern Times,-1.0,-1.0,-1.0,5.4
4236,"bronze,gilt",Metalwork,French,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
9216,silk,Textiles,Japan,1700,Modern Times,22.2,-1.0,8.9,-1.0
5419,"porcelain,ware",Ceramics,Japan,1700,Modern Times,27.9,-1.0,-1.0,-1.0
4525,ware,Ceramics,Japan,1590,Modern Times,13.3,12.4,-1.0,-1.0
7428,silk,Textiles,Japan,1800,Modern Times,4.8,-1.0,4.0,-1.0
8153,cotton,Textiles,China,1736,Modern Times,246.38,-1.0,154.94,-1.0
11834,"alloy,copper,gold,silver",Sword,Japanese,1701,Modern Times,-1.0,-1.0,-1.0,4.1
4638,"color,ink,paper,print,woodblock",Prints,Japan,1777,Modern Times,38.7,-1.0,25.7,-1.0
6162,"porcelain,ware",Ceramics,Japan,1624,Modern Times,11.1,39.7,-1.0,-1.0
12171,silver,Metalwork,British,1769,Modern Times,-1.0,36.8,-1.0,-1.0
1057,silk,Textiles,Japan,1700,Modern Times,12.7,-1.0,4.45,-1.0
3473,paper,Paintings,Japan,1800,Modern Times,25.1,-1.0,396.2,-1.0
5016,lace,Textiles,Flemish,1740,Modern Times,-1.0,-1.0,-1.0,-1.0
4487,silk,Textiles,Japan,1700,Modern Times,9.53,-1.0,10.8,-1.0
7659,"metal,thread",Textiles,Hungarian-Slovak,1800,Modern Times,33.0,-1.0,86.4,-1.0
11560,silk,Textiles,Japan,1800,Modern Times,13.34,-1.0,10.8,-1.0
12894,silver,Metalwork,French,1747,Modern Times,-1.0,3.5,-1.0,-1.0
942,"alloy,copper,gold,silver",Sword,Japanese,1590,Modern Times,-1.0,-1.0,1.4,9.7
12773,"paste,porcelain",Ceramics,French,1771,Modern Times,-1.0,-1.0,21.0,-1.0
7584,"paste,porcelain",Ceramics,Japanese,1785,Modern Times,3.8,-1.0,24.6,-1.0
5125,cotton,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
2965,"metal,silk,thread",Textiles,Italian,1550,Modern Times,-1.0,-1.0,-1.0,-1.0
12153,iron,Metalwork,German,1560,Modern Times,-1.0,7.9,-1.0,-1.0
13037,"iron,wood",Metal,Fon,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
853,"metal,silk,thread",Textiles,Italian,1495,Modern Times,-1.0,-1.0,-1.0,-1.0
5934,"silver,wood",Metalwork,French,1745,Modern Times,14.6,-1.0,17.5,-1.0
2116,"silk,thread",Costumes,China,1800,Modern Times,137.79,-1.0,215.9,-1.0
9188,"paste,porcelain",Ceramics,British,1744,Modern Times,29.2,-1.0,19.7,-1.0
913,"ink,paper,print,woodblock",Prints,Japan,1615,Modern Times,23.5,-1.0,32.4,-1.0
4353,wood,Woodblocks,China,1600,Modern Times,-1.0,-1.0,38.1,63.5
1341,"ink,paper",Paintings,India,1770,Modern Times,17.5,-1.0,19.5,-1.0
5757,silk,Textiles,Italian,1730,Modern Times,-1.0,-1.0,-1.0,-1.0
9886,"paste,porcelain",Ceramics,German,1721,Modern Times,8.7,-1.0,17.3,-1.0
1660,"gilt,silver",Metalwork,British,1670,Modern Times,8.3,-1.0,7.5,-1.0
9305,"glass,metal",Metal,Peruvian,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
10793,copper,Metalwork,British,1700,Modern Times,13.0,-1.0,142.2,-1.0
307,gold,Lacquer,Japan,1800,Modern Times,2.7,-1.0,14.0,-1.0
13053,gold,Inrō,Japan,1800,Modern Times,8.5,-1.0,6.0,2.4
251,lace,Textiles,Italian,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
5490,silk,Textiles,Japan,1500,Modern Times,4.4,-1.0,8.9,-1.0
877,"gold,silver",Inrō,Japan,1700,Modern Times,9.2,-1.0,4.7,2.6
6781,silk,Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
13244,silver,Metalwork,British,1693,Modern Times,3.2,-1.0,6.4,-1.0
8105,wood,Wood,Yoruba,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
10853,silk,Textiles,French,1754,Modern Times,-1.0,-1.0,-1.0,-1.0
12627,silk,Textiles,British,1600,Modern Times,62.9,-1.0,22.2,-1.0
9983,"bronze,gilt",Metalwork,French,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
1356,terracotta,Ceramics,Ewe,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
8767,bronze,Medals,British,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
4763,"alloy,copper,iron,steel",Helmets,Southern Russian or Iranian,1501,Modern Times,46.7,-1.0,-1.0,-1.0
7424,"gold,silk",Miscellaneous,Japanese,1590,Modern Times,90.5,-1.0,60.3,-1.0
12073,paper,Stencils,Japan,1615,Modern Times,82.55,-1.0,43.81,-1.0
6156,"paste,porcelain",Ceramics,Italian,1760,Modern Times,-1.0,15.4,-1.0,-1.0
2489,"metal,silver,wood",Shafted,German,1701,Modern Times,-1.0,-1.0,-1.0,350.5
1068,"bronze,copper,gold,steel",Daggers,Italian,1500,Modern Times,-1.0,-1.0,10.3,47.0
12395,"lace,silk",Textiles,Greek,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
5337,"paste,porcelain",Ceramics,French,1777,Modern Times,-1.0,24.4,-1.0,-1.0
8073,"silk,thread",Textiles,Japan,1700,Modern Times,20.0,-1.0,11.7,-1.0
9108,porcelain,Ceramics,Chinese,1642,Modern Times,-1.0,-1.0,-1.0,-1.0
9180,glass,Glass,French,1600,Modern Times,-1.0,16.5,-1.0,-1.0
9233,porcelain,Ceramics,China,1736,Modern Times,7.0,21.0,-1.0,-1.0
9249,gold,Jewelry,Philippines,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
1011,porcelain,Ceramics,British,1770,Modern Times,-1.0,-1.0,-1.0,-1.0
519,lace,Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
7123,cotton,Textiles,British,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
10395,silver,Metalwork,French,1695,Modern Times,-1.0,-1.0,-1.0,-1.0
8288,"alloy,copper,gold,iron",Equestrian,Italian,1550,Modern Times,-1.0,9.5,-1.0,-1.0
8986,"gilt,silver",Metalwork,British,1799,Modern Times,-1.0,3.2,-1.0,-1.0
10658,"bronze,gilt",Medals,Spanish,1595,Modern Times,-1.0,-1.0,-1.0,-1.0
7468,bronze,Medals,Italian,1565,Modern Times,-1.0,-1.0,-1.0,-1.0
6721,cotton,Textiles,German,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
3965,"paste,porcelain",Ceramics,British,1753,Modern Times,-1.0,-1.0,-1.0,-1.0
6492,silk,Textiles,German,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
11962,silk,Textiles,French,1750,Modern Times,-1.0,-1.0,-1.0,-1.0
6091,"alloy,copper,gold",Sword,Japanese,1601,Modern Times,7.9,-1.0,7.3,-1.0
2029,wood,Krisses,Madurese,1501,Modern Times,-1.0,-1.0,8.9,52.7
8095,silk,Textiles,French,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
1877,bronze,Sculpture,Italian,1500,Modern Times,25.4,-1.0,-1.0,-1.0
2768,bronze,Medals,British,1731,Modern Times,-1.0,-1.0,-1.0,-1.0
2076,cotton,Textiles,British,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
1095,"color,ink",Paintings,Nepal,1651,Modern Times,28.9,-1.0,55.9,-1.0
7054,gilt,Frames,French,1740,Modern Times,-1.0,-1.0,-1.0,-1.0
10821,lace,Textiles,French or Italian,1550,Modern Times,210.8,-1.0,81.3,-1.0
1853,silk,Textiles,Japan,1600,Modern Times,11.4,-1.0,12.4,-1.0
10126,terracotta,Crèche,Italian,1750,Modern Times,37.5,-1.0,-1.0,-1.0
4321,"bronze,gilt",Woodwork,French,1715,Modern Times,81.0,-1.0,116.8,58.4
2621,"steel,wood",Shafted,Italian,1675,Modern Times,-1.0,-1.0,7.3,237.5
8880,"gilt,silver",Metalwork,Spanish,1500,Modern Times,-1.0,22.2,-1.0,-1.0
12570,"silk,thread",Textiles,China,1644,Modern Times,-1.0,-1.0,-1.0,-1.0
6189,steel,Daggers,French,1500,Modern Times,-1.0,-1.0,3.8,27.9
1299,"color,ink,paper,print,woodblock",Prints,Japan,1702,Modern Times,31.1,-1.0,15.2,-1.0
9920,"paste,porcelain",Ceramics,Chinese,1725,Modern Times,-1.0,-1.0,-1.0,-1.0
9572,"color,ink,paper,print,woodblock",Prints,China,1679,Modern Times,24.4,-1.0,30.0,-1.0
12555,"gilt,iron",Metalwork,French,1545,Modern Times,-1.0,9.2,-1.0,-1.0
4292,"paste,porcelain",Ceramics,German,1720,Modern Times,-1.0,21.6,-1.0,-1.0
10619,wood,Aerophone,Italian,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
7954,"glass,metal,silver",Glass,German,1497,Modern Times,-1.0,22.3,-1.0,-1.0
7390,"bronze,gilt,paste,porcelain",Ceramics,French,1740,Modern Times,-1.0,18.6,-1.0,-1.0
8669,wood,Wood,Baule,1800,Modern Times,-1.0,-1.0,-1.0,-1.0
2120,bronze,Sculpture,Italian,1627,Modern Times,-1.0,-1.0,-1.0,-1.0
3421,silk,Textiles,Japan,1700,Modern Times,15.88,-1.0,17.78,-1.0
7163,"cotton,silk",Textiles,Dutch,1759,Modern Times,49.8,-1.0,50.2,-1.0
10160,glass,Glass,Swiss,1600,Modern Times,46.4,-1.0,43.2,-1.0
12115,silk,Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
2772,"porcelain,ware",Ceramics,Japan,1767,Modern Times,5.7,-1.0,-1.0,-1.0
8488,silk,Costumes,China,1700,Modern Times,79.4,-1.0,181.6,-1.0
90,lace,Textiles,Italian,1600,Modern Times,-1.0,-1.0,-1.0,-1.0
11641,cotton,Textiles,British,1700,Modern Times,-1.0,-1.0,-1.0,-1.0
4077,"paste,porcelain",Ceramics,British,1800,Modern Times,-1.0,5.7,-1.0,-1.0
8437,silk,Textiles,Italian,1500,Modern Times,-1.0,-1.0,-1.0,-1.0
